Tweet Text,Location,Sentiment Polarity
"RT @fred_guttenberg: As most know, my daughter was killed in the Parkland school shooting. Please sign the petition and ask VP Pence to bec…",il,-0.424696626
RT @Chris_1791: Oklahoma House passes 'Constitutional Carry' gun bill https://t.co/RfIJUeNYX8 via @foxnews https://t.co/HGQqOHIlTn,mt,-0.495078342
@ErichSBloodaxe @netw3rk So then why don’t that child’s parents just start murdering people with a gun? Then they c… https://t.co/fiGxlZSNFF,va,0.024175262
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",mi,-0.157543649
"RT @EllaaaCruzzz: Today I posted 3 posts with pics. 1 had a gun, 1 had Bundy-Ranch-Standoff updates and 1 I exposed pedo-paintings. All 3 p…",az,0.551379887
"RT @Bradybuzz: Since Parkland, the NRA has spread their fear mongoring message that gun owners are the real victims &amp; have raised more than…",wa,-0.077501748
"RT @NRA: A #Nevada school district would not allow a student not to wear a gun rights T-shirt that included the words ""Don't Tread On Me"" a…",ny,0.201808057
"RT @NRAILA: The lesson, as always, is that the fight will continue. Gun owners can take heart that Americans have a way of reverting to res…",mi,-0.143947334
"RT @guypbenson: The recent Waffle House shooting you probably *didn't* hear about: 

A law-abiding, heat-packing customer thwarted an armed…",va,-0.039730415
RT @TNmom53: @Karebear4Trump That teacher is right. I taught for 30 years and the problem is not the gun! They see Kathy Griffith hold up a…,ny,0.078927578
"This is a subject that we could talk about for days. There's a great deal of work to be done, and this isn't a conv… https://t.co/WCrFhatINq",ca,-0.803715798
How a lifelong anti-gun liberal became an NRA life member https://t.co/2UH4XVSGhG,ct,-0.50813525
RT @GucciGunstrap: What kind gun you using https://t.co/3ekJBze1Hx,il,0.039255584
RT @MKEview: Call @millsfleetfarm today! Ask them to stop carrying anti-gun @YETICoolers products! tel:18776337456 #BoycottYeti,wi,0.21206354
@Marty_McFya @NCquietstorm Hopefully his meat gun did go offffffff  yum,ca,-0.00207558
I liked a @YouTube video https://t.co/nGuoZj9oCp Machine Gun Kelly - 27,co,-0.464046642
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",tx,0.184998393
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",ky,-0.157543649
RT @SenSchumer: I just had a very encouraging meeting with the new CDC director where he agreed there is no longer a prohibition on the CDC…,ny,0.062126828
"Trending news at 
WHATS UP ATL - Oklahoma House passes 'Constitutional Carry' gun bill https://t.co/5HeXIqvvtS",ga,-0.804333671
"RT @JannaWilkinso69: 💥I was BORN 'cause my MOM chose to HAVE me AFTER she was RAPED 😢

SHE wasn't wearing CAMO or HAD a GUN when SHE was RA…",az,-0.147199932
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",md,-0.157543649
Florida school resource officer slams unruly student to ground: ‘Don’t … give me your sh--!’ But... when some perso… https://t.co/ArJIf1F8Ap,fl,-0.586835746
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",tn,-0.157543649
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",ma,-0.157543649
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",fl,-0.157543649
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",tx,0.184998393
"RT @johncitysq: Strangely, the #MSM has been ignoring this story:

Good Guy With a Gun Stops Criminals at a Waffle House. https://t.co/DaHd…",al,-0.358643796
"RT @guypbenson: The recent Waffle House shooting you probably *didn't* hear about: 

A law-abiding, heat-packing customer thwarted an armed…",tn,-0.039730415
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",tx,0.184998393
RT @MoveOn: Tell @VP to cancel his speech to the @NRA scheduled for May 4. https://t.co/oBxuStu9jP  #NoRA #EnoughIsEnough https://t.co/NCAn…,ma,0.182530791
RT @RTruszkowski: #TBT to Wear Orange 2017! @MomsDemand across the nation are planning to make this year’s National Gun Violence Awareness…,md,0.208671756
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",fl,-0.157543649
RT @failcampuscarry: Representative John Barker ran up the stairs away from our questions about gun laws because wheelchairs can't go up st…,ks,0.020613772
RT @GrizzleMeister: Every time there is a shooting by some whackjob that the MSM &amp; liberals choose to elevate to promote their gun grab pro…,tn,0.01889901
RT @thomaskaine5: GUN LAWS:  Its simple.  Democrats want only good people to own guns.    The republicans don't care who owns them as long…,il,-0.080846854
Oh hell no. Not in my Texas.  Texans must protest @VP May 4th.  @SpeakerRyan was here recently in a (get this) a cl… https://t.co/DvFOuZiZRd,tx,0.024175222
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",fl,0.184998393
Thank you for the opportunity to spend time with fellow advocates dedicated to #GunSense https://t.co/N7zWuoR77L,az,-0.67231008
"RT @guypbenson: The recent Waffle House shooting you probably *didn't* hear about: 

A law-abiding, heat-packing customer thwarted an armed…",wa,-0.039730415
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",mn,0.184998393
"RT @EllaaaCruzzz: Today I posted 3 posts with pics. 1 had a gun, 1 had Bundy-Ranch-Standoff updates and 1 I exposed pedo-paintings. All 3 p…",nv,0.551379887
RT @Alyssa_Milano: Mike Pence is scheduled to speak at the NRA convention in Dallas on May 4. This is a slap in the face to Americans—from…,tx,-0.141366596
RT @failcampuscarry: Then he answered our question but only because he knows he looked like a jerk. It seems though he's gonna hide behind…,ks,-0.079175549
"RT @PollackHunter: Knowing which dot my sister was, and watching her suffer for about 2 minutes before he fired a 2nd round of shots at her…",nv,-0.491227449
"RT @guypbenson: The recent Waffle House shooting you probably *didn't* hear about: 

A law-abiding, heat-packing customer thwarted an armed…",tx,-0.039730415
@SoCalAlpha @YETICoolers @NRA Call @millsfleetfarm today! Ask them to stop carrying anti-gun @YETICoolers products!… https://t.co/ZpmvoA3HPx,wi,0.042694212
"RT @MariettaPD: Officers Elie, Wright and Figueroa executed a search warrant last night at a local extended stay hotel.  Results: (2) arres…",pa,0.16003645
"RT @JohnFeinblatt: LOVE this photo. Congrats to Gov. @LarryHogan, the Maryland General Assembly, and Maryland @MomsDemand on the signing of…",md,0.005270218
New Nerf mini-gun proves today's kids get the best toys https://t.co/dVeTW28dUq,ny,-0.803715798
"RT @TuckerCarlson: #ICYMI check out part of my interview with an anti-gun control Parkland teen who says he was interrogated ""like a crimin…",tx,0.21206354
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",fl,0.184998393
RT @azfeatherclaire: Ducey refuses to meet with leaders of the #Redfored movement AND organizers of the @PHXMarch4Lives movement to discuss…,az,-0.101268461
RT @d1Vinman: If you're shooting your YETI cooler or hot/cold travel mugs then You're exactly the person I don't think has any business own…,tx,-0.260804734
RT @rev0lutn: #ShallNotBeInfringed @realDonaldTrump Stand up for the Second Amendment to #KAG Mr President https://t.co/IfTTtYsbqu,ca,-0.064728811
@DLoesch Apparently not ifcthose thoughts are counter those of the NRA. Then one is public enemy #1 and must be vil… https://t.co/XspOG4d5HJ,va,-0.357239029
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",or,-0.157543649
"RT @guypbenson: The recent Waffle House shooting you probably *didn't* hear about: 

A law-abiding, heat-packing customer thwarted an armed…",ca,-0.039730415
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",ny,-0.157543649
RT @50MorePenn: 1 week until Pennsylvania students March 50 miles into Philadelphia for common sense gun laws! Make sure you register now!…,fl,0.21206354
@Gun_it_Mike @YETICoolers @SportsmansWH Call @millsfleetfarm today! Ask them to stop carrying anti-gun @YETICoolers… https://t.co/V39X1oVsyD,wi,-0.536248567
"Kova Burcu Günlük Burç Yorumu 27 Nisan 2018, Siz, Kova, devrimci, yaratıcı ve son derece sezgisel olmayı öğrenin. A… https://t.co/bAx6lNcvUq",ca,-0.679264188
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",ga,0.184998393
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",tx,0.184998393
RT @SenatorNasheed: This is what we're up against. The gun lobby fundraises both off of the fear of gun violence and the fear of gun reform…,wa,0.063849913
"RT @The_UnSilent_: While Trump praises Kanye &amp; Ivanka wears a $12,000 dress....

James Shaw Jr selflessly continues his heroism by raising…",ok,-0.423400454
"@sidmanlaw Possibly, and it's a shame that they still choose to uphold gun culture in the way they do.",ga,0.060403798
"Beautiful day here in Daytona, six gun also made new friends this weekend. Here he is hanging out with one of his o… https://t.co/kEGYsvETnH",ga,-0.499889952
Classy: Marjory Stoneman Douglas Teacher Calls Kyle Kashuv 'The Next Hitler' After Gun Range Fiasco  https://t.co/rjaCv84xvY,fl,-0.283451172
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",ca,0.184998393
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",ca,0.184998393
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",in,0.184998393
RT @SenatorNasheed: This is what we're up against. The gun lobby fundraises both off of the fear of gun violence and the fear of gun reform…,mo,0.063849913
RT @LindaForNC: I'm extremely proud to be given the Gun Sense Candidate distinction by Moms Demand Action. They have been valued leaders in…,nc,0.331318313
@ananavarro https://t.co/3i1wq3bRGh,pa,-0.147828951
Oklahoma House passes ‘Constitutional Carry’ gun bill https://t.co/FAtBWD0Dax,ga,-0.623670682
"RT @odom_1: We need a list of well known Hollywood actors/actresses who do not have armed guards - just to find out if there are any, LOL!…",or,-0.790323925
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",ny,-0.157543649
3 student gun control activists to be honored by PEN https://t.co/I544gH0hB2,wa,-0.740471458
"RT @SenatorNasheed: We must overcome their fearmongering and implement real reforms that prevent gun violence, and keep our communities saf…",mo,0.493671552
"RT @WarHistoryOL: A PT boat gunner at his 50-cal machine gun, New Guinea, July 1943. https://t.co/zhPlne04b1",ct,-0.286366033
"RT @TyEducatingLibs: London’s murder rate has soared by 44% in the last year. With incidents involving firearms increasing by 11%.

But, bu…",ca,-0.36119067
RT @thomaskaine5: ALL the Democrats in congress should step up and push Gun Laws. So what if the GOP shoot them down. ..it would be a good…,il,0.224620947
RT @Alyssa_Milano: Mike Pence is scheduled to speak at the NRA convention in Dallas on May 4. This is a slap in the face to Americans—from…,me,-0.141366596
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",ca,0.184998393
"Reporters Claim Pruitt Admitted To Lying About Pay Raises — They’re Jumping The Gun
 https://t.co/wiSPYgQLIp",tx,-0.748854433
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",md,0.184998393
RT @RealVinceJames: This is why you need a gun. https://t.co/d2oDWdEyNp,tn,-0.085640448
RT @notwokieleaks: @martian_munk Saying you have a gun and might come back and shoot the place up right after another Waffle House actually…,mi,-0.423400454
@KOMUnews So are they going to keep the gun and ammo safely locked away separately where they probably cannot get t… https://t.co/XZzvCWFeAT,mo,-0.486538043
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",ny,0.184998393
RT @historylvrsclub: German soldier with captured Russian PPSh-41 submachine gun during the Battle of Stalingrad https://t.co/TL5XElvSfu,va,-0.3711374
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",az,-0.157543649
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",ca,0.184998393
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",tx,-0.157543649
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",ma,0.184998393
"RT @TyEducatingLibs: London’s murder rate has soared by 44% in the last year. With incidents involving firearms increasing by 11%.

But, bu…",ny,-0.36119067
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",or,0.184998393
"RT @TaitFletcher: If guns are the problem, it trips me out that there aren’t mass shootings at gun ranges.",wa,0.450596906
BREAKING: March for our lives organizes protests all around the nation against recent gun violence. Baltimore's tur… https://t.co/u1IAj9UDQq,ny,-0.333168785
@VanJones68 https://t.co/3i1wq3bRGh,pa,-0.135081077
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",or,-0.157543649
"@MARSHlSMS @nopejustcharlie He nodded and stood, finding himself looking towards the kitchen for a brief moment as… https://t.co/PfSbLZLgw7",co,-0.220534875
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",ca,-0.157543649
@johnlovell275 Any chance on doing a video on using a public bathroom or dressing room while carrying? Curious to k… https://t.co/79T1zRgkAq,ga,-0.487713125
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",wa,0.184998393
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",oh,-0.157543649
"RT @annie_c_davis: Maverick and Goose common’ at ya! Great tour @UtahAirGuard! (And yes, Top Gun is Navy, I got schooled.) #LeadershipUtah…",ut,-0.143017193
Nashville woman arrested for attacking Walmart security guard with stun gun https://t.co/i80rMPO2iK,tn,-0.67231008
"RT @NRAArmedCitizen: A man pulled a gun on a family after asking for a phone and then a ride. Moments later, he learned he wasn’t the only…",va,0.293738482
RT @npnikk: Parkland Survivor Has A Blunt Message For Police Who Questioned Him For Going To Gun Range https://t.co/H9MBtBfpe0,ca,0.08615434
Someone may have hidden a gun in a wheel well #chicagoscanner,il,-0.71714523
"RT @johncitysq: Strangely, the #MSM has been ignoring this story:

Good Guy With a Gun Stops Criminals at a Waffle House. https://t.co/DaHd…",nv,-0.358643796
"RT @RealJack: Sickening.... 

Apparently this ""history"" teacher doesn't understand history, or Hitler disarming citizens...

UNREAL: Parkla…",ca,0.225008555
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",tx,-0.157543649
"Hey NRA domestic terrorists. This is an example of a well-regulated avian militia.

A man with a Punt Gun, a type o… https://t.co/0p59p3L1nj",az,-0.385971114
"RT @Gun_Shots: ""A complete elimination of assault weapons would not have a large impact on gun homicides."" - National Institute of Justice…",oh,0.283030184
"@YankeesWFAN German is a typical young pitcher who’s only on #Yankees due to the radar gun, has no idea how to get… https://t.co/4W3wJgLRu5",ny,-0.237463087
RT @ChristineMAGAMD: @jenniferallison @Dougydoug79 @coalese @bbusa617 @alozras411 @ArizonaKayte @PhilMcCrackin44 @DutyOfAPatriot @ReneeCarr…,nm,-0.479114886
"@Roctakon I use a pallet jack, a box cutter and a tape gun, but no forklift (don't have the training/authorization)",mo,0.058145547
@Fresca_Dad And you said you didn't need a gun at work.,nc,-0.644528583
"RT @cameron_kasky: Ladies and gentlemen you have $5 to build the perfect man or woman

$300 - kind
$200 - smart
$400 - has a good job
$2 -…",fl,-0.423400454
"RT @fred_guttenberg: As most know, my daughter was killed in the Parkland school shooting. Please sign the petition and ask VP Pence to bec…",ca,-0.424696626
"RT @NRAArmedCitizen: A man pulled a gun on a family after asking for a phone and then a ride. Moments later, he learned he wasn’t the only…",tx,0.293738482
"RT @ADCFMOM: ADCF's Top Gun team is covering a lot of ground this week to help the underserved! 

Maverick is in Little Rock, AR (and we fe…",ca,0.480117064
Kinda reminiscent of Fast and Furious-let’s get some Americans murdered so everyone will vote for gun confiscation.… https://t.co/hAJ1d5xKHM,va,-0.385971114
"RT @The_UnSilent_: While Trump praises Kanye &amp; Ivanka wears a $12,000 dress....

James Shaw Jr selflessly continues his heroism by raising…",pa,-0.423400454
"Dozens of House Democrats waived background checks on their I.T. workers?

If people can waive things without recou… https://t.co/6U04Qa0itr",fl,-0.663707345
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",ga,0.184998393
"RT @Ohio_Buckeye_US: Another dead Deputy in Broward.

The 1st deputy Jason Fitzsimons 42,  who was known 2 question the gun control agenda…",al,-0.160788415
"RT @ork_br: *waving a gun in the face of a crying 24 year old teacher*

my kid doesn't need METH he needs a teacher who doesnt suck do you…",ny,-0.702196885
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",fl,0.184998393
RT @ColoradoGirl2A: Great story of how #truth and logic gain ground when the blinders are taken off... reality isn't pleasant when you are…,tn,-0.079175549
"@ncfsoldierboy They're not SUPPOSED to protect thw average american, they're supposed to punish the BAD ones. That'… https://t.co/O2aLMg43gR",va,-0.3711374
"RT @zionkelly18: (If you do not know) Washington DC has stricter gun laws than most, but Very lax gun laws from nearby states: VIRGINIA and…",nj,-0.266520749
"RT @thomaskaine5: RESULTS of 6 POLLS on GUNS:  98% oppose arming teachers. We want Military weapons banned, age increased to 21, laws to in…",fl,-0.239072925
RT @RonFranksD18: Proud to earn the Gun Sense Candidate distinction from @MomsDemand! I look forward to working with them and like minded p…,md,0.478663138
"STUPID PEOPLE WHO HOLD ""SIT-INS"" IN CHAMBERS SHOULD BE USED FOR FISH FOOD! They accomplish ABSOLUTELY ZIP &amp; merely… https://t.co/HHwmXxCDRP",az,-0.142174744
You’ll want to hear what I’ve got https://t.co/3LkqQqzoN3,tx,-0.164334827
"""He declined to say what the sources were, how many shots were fired or who fired first. It's not clear in the body… https://t.co/O5WzUkVj2d",ky,-0.804333657
"RT @NRAArmedCitizen: A man pulled a gun on a family after asking for a phone and then a ride. Moments later, he learned he wasn’t the only…",va,0.293738482
"RT @JohnStossel: Ohio school district just voted to allow teachers to carry guns:
https://t.co/CA9d7cOZmp

That terrifies some people, but…",tx,-0.3711374
RT @gunpolicy: If a student / parent believes they were discriminated against or disciplined for expressing pro-gun views or not participat…,ca,-0.124652561
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",tx,0.184998393
Oklahoma House passes 'Constitutional Carry' gun bill https://t.co/ozozz6ROcC https://t.co/Eh7YuhLoqm,wa,-0.760250243
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",tn,0.184998393
"RT @fred_guttenberg: As most know, my daughter was killed in the Parkland school shooting. Please sign the petition and ask VP Pence to bec…",ct,-0.424696626
"RT @guypbenson: The recent Waffle House shooting you probably *didn't* hear about: 

A law-abiding, heat-packing customer thwarted an armed…",tn,-0.039730415
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",mi,0.184998393
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",il,0.184998393
"RT @PollackHunter: Knowing which dot my sister was, and watching her suffer for about 2 minutes before he fired a 2nd round of shots at her…",in,-0.491227449
"RT @NRAArmedCitizen: A man pulled a gun on a family after asking for a phone and then a ride. Moments later, he learned he wasn’t the only…",mi,0.293738482
"RT @The_UnSilent_: While Trump praises Kanye &amp; Ivanka wears a $12,000 dress....

James Shaw Jr selflessly continues his heroism by raising…",nc,-0.423400454
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",ma,-0.157543649
"RT @NRAArmedCitizen: A man pulled a gun on a family after asking for a phone and then a ride. Moments later, he learned he wasn’t the only…",wi,0.293738482
RT @fine_wine77: Wine lovers cannot buy Burgundy tipple on Google as internet giant cracks down on 'gun' searches ' | via @telegraph https:…,ca,-0.570200649
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",ca,0.184998393
RT @CrissyWTOV9: Officers @WheelingPolice recognized for helping to save two victims during a June 3 incident where a woman was stabbed and…,oh,0.063849913
RT @CrissyWTOV9: Officers @WheelingPolice recognized for helping to save two victims during a June 3 incident where a woman was stabbed and…,wv,0.063849913
Oklahoma House passes 'Constitutional Carry' gun bill https://t.co/S5miUZUPAQ,il,-0.760250243
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",pa,-0.157543649
"RT @fred_guttenberg: As most know, my daughter was killed in the Parkland school shooting. Please sign the petition and ask VP Pence to bec…",tx,-0.424696626
"RT @danielpvto: não deixem que o vosso fanatismo por um artista vos tape os olhos a racismo, sexismo e gun violence",de,0.73896587
RT @homozoned: new light machine gun op https://t.co/MzzWEaIxfl,oh,0.452478141
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",il,0.184998393
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",az,-0.157543649
RT @Golfman072: Do you what president Trump to sign an EXECUTIVE ORDER Banning gun free zones?,ar,0.417118163
"RT @NRA: A #Nevada school district would not allow a student not to wear a gun rights T-shirt that included the words ""Don't Tread On Me"" a…",ky,0.201808057
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",or,0.184998393
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",fl,-0.157543649
RT @thomaskaine5: DEMOCRATS GUN POLICY:  Its simple.  Democrats are fine with people owning guns.  Just want the good guys to own them.  GO…,il,0.210369081
"RT @PollackHunter: Knowing which dot my sister was, and watching her suffer for about 2 minutes before he fired a 2nd round of shots at her…",al,-0.491227449
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",ut,0.184998393
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",ca,0.184998393
Judge throws out charges in pellet gun killing https://t.co/QeY0FZy6hg,pa,-0.674228523
Judge throws out charges in pellet gun killing https://t.co/YBbBKVSwwM,pa,-0.665591858
"Dude there was just 4 gun shots in my backyard, i was just getting into the shower 😓",in,-0.806491361
"RT @stephen_james: You know what’s a bigger deal than Kanye liking Trump? Income inequality, climate change, criminal justice reform, healt…",il,-0.424696626
"RT @GunOwners: Not only will the proposed regs turn bump stock owners into instant felons, they can erroneously deem AR-15/bump stock fire…",in,-0.487713092
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",in,0.184998393
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",ny,-0.157543649
RT @JohnLeguizamo: Tell him John! Show him what time it is! https://t.co/3uUpwX9SZl,wa,0.309007744
RT @NRA: Women are the largest growing demographic in regards to gun ownership. It should come as no surprise that they are also signing up…,oh,0.339320808
@big_business_ Thank you for this. I love Nas but let's not act like he didn't make Shoot Em Up or Got Yourself A Gun,ca,-0.410115476
RT @NRA: Women are the largest growing demographic in regards to gun ownership. It should come as no surprise that they are also signing up…,oh,0.339320808
"Go look up when the case was opened, Hugh was alive when the case opened. Git chyo Uncle Tom ass out my mentions. Y… https://t.co/2OFid0DuZj",tx,-0.665173357
"@EnigmaOfCatch22 @CodyAJohnson @charliebearnix I'm hoping the campaign ads will be 

DACA GOT PASSED OVER FOR GUN C… https://t.co/wGHdVOZD04",fl,-0.283369149
or deployments where everyone has an AR and 30rds on them at all times https://t.co/GwcYlUJjIM,tx,-0.685715974
RT @SenSchumer: I just had a very encouraging meeting with the new CDC director where he agreed there is no longer a prohibition on the CDC…,co,0.062126828
#NeverAgain: Urge HHS @SecAzar to resume gun violence research now. https://t.co/sdtK2R7qLT @rnaction,az,0.20593081
RT @NRA: Women are the largest growing demographic in regards to gun ownership. It should come as no surprise that they are also signing up…,de,0.339320808
"@CNN Good days in  America for 
Women!!!
I continue to KNOW
Justice is coming for 

Educators 
Middle class workers… https://t.co/9cPs6yYL4k",ok,-0.235924902
"RT @QueenOfHeartsYg: Cosby found guilty, my former HS on lockdown because of a gun, Kanye’s White, Kelis say Nas abusive.... wtf is going o…",nj,-0.490052504
RT @Breaking911: NOT SO FAST: Hero In Cowboy Hat Wrestles Gun Away From Man Holding Up Butcher Shop In Mexico https://t.co/H3Y7XtzmHS,ga,-0.263826431
"RT @ChelseaClinton: Admire is too tepid a word for how I feel about the great @GabbyGiffords. Thank you Gabby for your courage, kindness an…",me,-0.079175549
"RT @odonnell_r: Points a gun at Police, Gun and drug arrests, violated his parole several times, tested positive for drugs during mandated…",ga,0.298909299
"RT @MrDane1982: Bernie Sanders voted against Marriage Equality, Immigration reform, Gun Reform, Amber Alert, Regulating Wall Street, Health…",ia,-0.281118708
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",tx,-0.157543649
"RT @NRAArmedCitizen: A man pulled a gun on a family after asking for a phone and then a ride. Moments later, he learned he wasn’t the only…",wy,0.293738482
"RT @NRAArmedCitizen: A man pulled a gun on a family after asking for a phone and then a ride. Moments later, he learned he wasn’t the only…",tx,0.293738482
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",il,-0.157543649
"RT @NRA: A #Nevada school district would not allow a student not to wear a gun rights T-shirt that included the words ""Don't Tread On Me"" a…",co,0.201808057
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",sc,0.184998393
"RT @jules_su: “I need an AR-15 in case I need to hijack a plane to fly my son to a country with socialized healthcare”, is currently my fav…",mn,-0.157543649
"RT @NRAArmedCitizen: A man pulled a gun on a family after asking for a phone and then a ride. Moments later, he learned he wasn’t the only…",tn,0.293738482
"RT @JohnFugelsang: Obama had:

-a jobs bill that was 60% tax cuts; your new pals blocked a vote
-a gun safety bill supported by 90% of US;…",fl,0.184998393
#BREAKING reports of gun fire heard north of St. Martha’s. En route to scene @SNNTV,fl,0.591964469
@XinDaBest1 @julian_rosati @bulletforcegame Let me guess. You use deagle as your main gun,mn,-0.716217603
"RT @TyEducatingLibs: London’s murder rate has soared by 44% in the last year. With incidents involving firearms increasing by 11%.

But, bu…",va,-0.36119067
